File Name,File ID,Web View URL,MIME Type
"Shalion Competitive Comparison","1mFqLkUQq2lfegCTqKIQA6jacVWre4fwonrLaJ0GwOFg","https://docs.google.com/document/d/1mFqLkUQq2lfegCTqKIQA6jacVWre4fwonrLaJ0GwOFg/edit?usp=drivesdk","text/plain"
"Shelf Agent Training","13wWsiBNRTIVucyWrBcIeLgQtC9eu--6YxKpKY1pWmfU","https://docs.google.com/presentation/d/13wWsiBNRTIVucyWrBcIeLgQtC9eu--6YxKpKY1pWmfU/edit?usp=drivesdk","application/vnd.google-apps.presentation"
"Skai Comparison","1gL4Ew9F9-xJRCPEMGrZun6TwJnZXYlu-55rbbJriAM0","https://docs.google.com/presentation/d/1gL4Ew9F9-xJRCPEMGrZun6TwJnZXYlu-55rbbJriAM0/edit?usp=drivesdk","application/pdf"
"Skai Competitive Battle Card (Updated Sept 2024)","144vl17SkkyprH9ywJUZ8O_svpswmzUlEXf3bf3zbhE8","https://docs.google.com/presentation/d/144vl17SkkyprH9ywJUZ8O_svpswmzUlEXf3bf3zbhE8/edit?usp=drivesdk","application/pdf"
"Stackline Comparison","1loydBk1pPRdeXHN16ASUrkAfd_tu71SuGqeFDoPu35E","https://docs.google.com/presentation/d/1loydBk1pPRdeXHN16ASUrkAfd_tu71SuGqeFDoPu35E/edit?usp=drivesdk","application/pdf"
"Stackline Competitive Battle Card (Updated August 2025)","","https://docs.google.com/presentation/d/1wBd8aMTqORuzwH4q7CfLqWxliJXMYuv8YbwFRps9Dgg/edit?usp=drivesdk","application/pdf"
"Stackline Competitive Battle Card (Updated July 2024)","","https://docs.google.com/presentation/d/1qbtVLO6-bV3aYgVqJ1IDOkaNZ5DLbEars5Lyf_UetrQ/edit?usp=drivesdk","application/pdf"
"SupplyPike Competitive Battle Card WIP (Updated Oct 2025)","1MDn7_khrcZmWA84Vr_rP4H-pWsyWZJxcqpWDOBRaL1o","https://docs.google.com/presentation/d/1MDn7_khrcZmWA84Vr_rP4H-pWsyWZJxcqpWDOBRaL1o/edit?usp=drivesdk","application/pdf"
"Teikametrics Comparison","16DCsGMLvvzsk7NT5XEGn7rUoetihb5uuGqpZCsgVb8M","https://docs.google.com/presentation/d/16DCsGMLvvzsk7NT5XEGn7rUoetihb5uuGqpZCsgVb8M/edit?usp=drivesdk","application/pdf"
"Tinuiti Comparison","1qFM6h96qRKPP8zzh5MvSxwlSxnpw1s2qak2wgtFVOvs","https://docs.google.com/presentation/d/1qFM6h96qRKPP8zzh5MvSxwlSxnpw1s2qak2wgtFVOvs/edit?usp=drivesdk","application/pdf"
"Tinuiti Competitive Battle Card (Updated Dec 23)","11yIo8iI1X2V7s1qDuZki-__d1U9wmAk6wSpafIxiM6s","https://docs.google.com/presentation/d/11yIo8iI1X2V7s1qDuZki-__d1U9wmAk6wSpafIxiM6s/edit?usp=drivesdk","application/pdf"
"Why DSO is Different","","https://docs.google.com/presentation/d/1D44RGvRsk20aLcbuTO2RvFyn3Pqa1L69SG9yfqxFDAw/edit?usp=drivesdk","application/pdf"
